CP_Hotellist;
Grouped by Tier, URI and Query;
;
URI;Query
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180429&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2771&QueryCtryID=65&QueryAreaID=0&QueryResID=313&QueryDepDate=20180803&QueryDur=8&CategoryId=2&CategoryFilterId=17&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180613&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&filter=false&filterValue=ai&imageGallery=281378&selectedTransport=CgJWUxIDQVJOGgNTUFUgCCoECNKUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180915&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=56&QueryAreaID=124&QueryResID=0&QueryDepDate=20190212&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,3,10,7&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=30&QueryAreaID=0&QueryResID=89710&QueryDepDate=20190115&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=30&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181207&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,1&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=183&QueryDepDate=20180614&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,12,15,17&QueryUnits=0
/boka-resa;QueryDepID=2774&QueryCtryID=65&QueryAreaID=0&QueryResID=391&QueryDepDate=20181110&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=0&QueryResID=263&QueryDepDate=20180917&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180506&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=215&QueryDepDate=20180917&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&showFlightDetails=false&selectedTransport=CgJWUxIDR09UGgNBWVQgDyoECIiWAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180706&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2782&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180910&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&filter=false&filterValue=ai
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180804&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11,14&QueryUnits=1
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180702&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C13&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20181123&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=48&QueryAreaID=0&QueryResID=37917&QueryDepDate=20190219&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180819&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180907&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=11&QueryAreaID=0&QueryResID=427&QueryDepDate=20181118&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,4,5,12&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDQVJOGgNDRlUgCCoECLaUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180623&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,8,7,3&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=54906&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181122&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180719&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,3,6&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,42,5,8&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181222&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C15%2C16&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180706&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180908&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,3,0&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180520&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180722&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=80&QueryResID=0&QueryDepDate=20180713&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,6&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=90223&QueryDepDate=20180825&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180709&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,4,8,12&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180515&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&firstDisplayed=CgJWUxIDQ1BIGgNQTUkgCCoECISUAjICMjE6AUU%3D&selectedTransport=CgJWUxIDQ1BIGgNMUEEgCCoECIaUAjICMzE6AUU%3D&orderBy=LP
/boka-resa;QueryDepID=2782&QueryCtryID=65&QueryAreaID=0&QueryResID=201&QueryDepDate=20190303&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180717&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECISVAjICMzI6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECIKVAjICMjI6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180810&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C9%2C9&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180712&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180604&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180526&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C11&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNDRlUgCCoECJqUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180513&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180630&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,4,9&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180512&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=54906&QueryAreaID=0&QueryResID=54907&QueryDepDate=20181025&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=198&QueryDepDate=20180817&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2&QueryUnits=1
/boka-resa;QueryDepID=2773&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=1&firstDisplayed=CgJWUxIDSktHGgNQTUkgCCoECPCTAjICNjE6AUU%3D&selectedTransport=CgJWUxIDSktHGgNQTUkgCCoECIyUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180613&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C11%2C8%2C3%2C0&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180929&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180504&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180516&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNDSFEgCCoECIiUAjICNDE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNMUEEgCCoECIaUAjICMzE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180908&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180616&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C7%2C13%2C15&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECMSUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,5,8&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180615&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,10,12&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180810&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,14,16&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180604&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2773&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180721&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,4&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=60&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180905&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180811&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=313&QueryDepDate=20180420&QueryDur=8&CategoryId=2&QueryRoomAges=|42,17&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180904&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,9,6,4&QueryUnits=1
/boka-resa;QueryDepID=2773&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180512&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&firstDisplayed=-1&selectedTransport=CgJWUxIDSktHGgNQTUkgDyoECP6TAjICNjE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=149&QueryResID=0&QueryDepDate=20181113&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181123&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,1,4,6&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180711&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,8&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180922&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,6,10,12&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=201&QueryDepDate=20190219&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180808&QueryDur=5&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=71&QueryAreaID=32383&QueryResID=0&QueryDepDate=20180811&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180615&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1%2C10&QueryUnits=0&orderBy=HR
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180804&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180803&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=30&QueryAreaID=0&QueryResID=264&QueryDepDate=20181204&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2793&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190316&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=30&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181123&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180710&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,12,14&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=54906&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181226&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,1,6,9&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=30&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181214&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180602&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNTUFUgCCoECKiUAjICNjE6AUU%3D&orderBy=LP&filter=false&filterValue=r6%2Cr8%2Cb%2Cwifi%2Cdb%3An100%2Cdc%3An750%2Cbpool
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180714&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1%2C3&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECPyUAjICNjE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECPyUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2782&QueryCtryID=20&QueryAreaID=0&QueryResID=80057&QueryDepDate=20180609&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C7%2C7&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDQVJOGgNDRlUgCCoECNKUAjICNjE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECNCUAjICNTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=180&QueryDepDate=20180724&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,14&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180719&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190104&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42&QueryUnits=1&firstDisplayed=CgJWUxIDQVJOGgNMUEEgDyoECNiXAjICNTE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNLQlYgDyoECNiXAjICNTU6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180501&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180714&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNDSFEgCCoECPyUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180913&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=25&QueryAreaID=0&QueryResID=37781&QueryDepDate=20181024&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180920&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=|42,13&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180603&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C42%2C1%2C1&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=259&QueryDepDate=20180717&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,12&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180716&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=183&QueryDepDate=20180728&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,8,14&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180824&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C13%2C9&QueryUnits=1&orderBy=LP&selectedTransport=CgJWUxIDQ1BIGgNETE0gCCoECM6VAjICNTE6AUU%3D&firstDisplayed=CgJWUxIDQ1BIGgNETE0gCCoECM6VAjICNTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&orderBy=HGR
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=113&QueryResID=0&QueryDepDate=20180706&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=208&QueryDepDate=20180907&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180512&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C15&QueryUnits=1&orderBy=LP
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180422&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=108261&QueryDepDate=20180610&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180605&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,5&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181030&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,5,9&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20181001&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,5,7&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180914&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=180&QueryDepDate=20180724&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,14,15&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=313&QueryDepDate=20180501&QueryDur=5&CategoryId=2&CategoryFilterId=17&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180706&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,3&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181217&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180721&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181123&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,9,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=30&QueryAreaID=0&QueryResID=264&QueryDepDate=20190201&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C15&QueryUnits=1
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180713&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180607&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=39968&QueryDepDate=20180718&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180804&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11,9&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180613&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1%2C10&QueryUnits=0&orderBy=HP
/boka-resa;QueryDepID=2773&QueryCtryID=65&QueryAreaID=0&QueryResID=176&QueryDepDate=20180602&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190111&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180713&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180619&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,5,9&QueryUnits=1
