CP_Hotellist;
Grouped by Tier, URI and Query;
;
URI;Query
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180711&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=60&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180715&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C8%2C12&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180710&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C12%2C14&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNURlMgDyoECPSUAjICMjE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCyoECPSUAjICMjU6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180601&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=149&QueryResID=0&QueryDepDate=20181003&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDR09UGgNURlMgDyoECKqWAjICMjE6AUU%3D&firstDisplayed=CgJWUxIDR09UGgNMUEEgDyoECJ6WAjICMzE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180604&QueryDur=8&CategoryId=2&QueryRoomAges=|42,5,8&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=11&QueryAreaID=0&QueryResID=427&QueryDepDate=20181025&QueryDur=15&CategoryId=2&QueryRoomAges=|42,10,13,12,15&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180616&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C8%2C10%2C10&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECMSUAjICNjI6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=172&QueryDepDate=20180922&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180714&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C12%2C14&QueryUnits=1&orderBy=HR&selectedTransport=CgJWUxIDQVJOGgNDSFEgDyoECPyUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=20&QueryAreaID=90617&QueryResID=0&QueryDepDate=20180825&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180720&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C8%2C10&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNMQ0EgCCoECJaVAjICNTE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNMQ0EgCCoECIiVAjICNTE6AUU%3D
/boka-resa;QueryDepID=2779&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180827&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=25&QueryAreaID=0&QueryResID=311&QueryDepDate=20181018&QueryDur=8&CategoryId=2&QueryRoomAges=|42,12&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=80060&QueryDepDate=20180512&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180913&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2782&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180515&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=80056&QueryResID=0&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C17%2C9&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180910&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C13%2C7&QueryUnits=1&filter=false&filterValue=ai&orderBy=LP
/boka-resa;QueryDepID=11937&QueryCtryID=32&QueryAreaID=0&QueryResID=177&QueryDepDate=20180614&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180728&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C3%2C3%2C7&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=208&QueryDepDate=20180706&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2779&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180509&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C42&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDTExBGgNBWVQgCCoECIKUAjICMTE6AUU%3D&firstDisplayed=-1
/boka-resa;QueryDepID=2788&QueryCtryID=69&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181220&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42,42,42,11&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C3%2C6%2C11&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNTUFUgCCoECO6UAjICNjE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECO6UAjICNjE6AUU%3D&view=list
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180913&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=8376&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190226&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180526&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=201&QueryDepDate=20190305&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180714&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,42,13&QueryUnits=1
/boka-resa;QueryDepID=2774&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180612&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180607&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180729&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDR09UGgNQTUkgCCoECLyUAjICMjE6AUU%3D
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C12%2C16&QueryUnits=1&selectedTransport=CgJWUxIDT1JCGgNQTUkgCCoECN6UAjICNTE6AUU%3D&firstDisplayed=CgJWUxIDT1JCGgNQTUkgCCoECN6UAjICNTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180616&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C14&QueryUnits=1&firstDisplayed=CgJWUxIDQVJOGgNLVkEgCCoECMSUAjICNjE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNLVkEgCCoECMSUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180806&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,16,5&QueryUnits=1
/boka-resa;QueryDepID=2795&QueryCtryID=65&QueryAreaID=0&QueryResID=302&QueryDepDate=20190227&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42,42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=32&QueryAreaID=0&QueryResID=177&QueryDepDate=20180816&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&selectedTransport=CgJWUxIDTU1BGgNDSFEgCCoECL6VAjICNDE6AUU%3D&view=map
/boka-resa;QueryDepID=2773&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180722&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20181010&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180617&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=54906&QueryAreaID=65087&QueryResID=0&QueryDepDate=20181227&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180717&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C17%2C17&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180719&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180803&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=8376&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190212&QueryDur=15&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180828&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180602&QueryDur=5&CategoryId=2&QueryRoomAges=%7C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181019&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180503&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180801&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2774&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180516&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,7,6&QueryUnits=1
/boka-resa;QueryDepID=2783&QueryCtryID=22&QueryAreaID=0&QueryResID=208&QueryDepDate=20180521&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180510&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&filter=false&filterValue=ai&orderBy=LP
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180607&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180726&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42,1&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=0&QueryResID=31207&QueryDepDate=20180720&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,4,1&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180625&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C7%2C13&QueryUnits=0&selectedTransport=CgJWUxIDQ1BIGgNQVksgCCoECNaUAjICMTE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180916&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C5%2C2&QueryUnits=1&filter=false&filterValue=ai%2Cguestrating%3Aan3%7Cn4.7&selectedTransport=CgJWUxIDQ1BIGgNMQ0EgCCoECP6VAjICMTE6AUU%3D&firstDisplayed=CgJWUxIDQ1BIGgNDRlUgCCoECPyVAjICNzE6AUU%3D
/boka-resa;QueryDepID=2775&QueryCtryID=32&QueryAreaID=0&QueryResID=267&QueryDepDate=20180919&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180610&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,1&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180722&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2773&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180910&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180924&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&firstDisplayed=CgJWUxIDQVJOGgNQVksgCCoECIyWAjICMTE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNUSVYgCCoECJCWAjICMzE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180510&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1&QueryUnits=1&filter=false&filterValue=bpool%2Cdc%3An1000
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180613&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180426&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C8%2C13%2C16&QueryUnits=1&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECNCUAjICNTE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNDSFEgCCoECNKUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=77371&QueryResID=0&QueryDepDate=20180519&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=60&QueryAreaID=0&QueryResID=108231&QueryDepDate=20180606&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=296&QueryDepDate=20190111&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,42,42,12&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180513&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=71221&QueryDepDate=20180708&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=60&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180718&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&firstDisplayed=CgJWUxIDQ1BIGgNUSVYgCCoECISVAjICMzE6AUU%3D&selectedTransport=CgJWUxIDQ1BIGgNUSVYgCCoECISVAjICMzE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,0&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180623&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&firstDisplayed=CgJWUxIDQVJOGgNDSFEgDyoECNKUAjICNjE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNQTUkgDyoECNKUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2773&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180910&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180702&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,16&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180719&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDTU1BGgNDSFEgCCoECIaVAjICNDE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180715&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,1&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=325&QueryDepDate=20190109&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2795&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180723&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,7,6&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=25&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190221&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,12&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=217&QueryDepDate=20180512&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180607&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=16&QueryAreaID=0&QueryResID=224&QueryDepDate=20180722&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2%2C5&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=339&QueryDepDate=20180930&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=227&QueryDepDate=20190207&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180602&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,6&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180610&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180618&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C11%2C13&QueryUnits=0&selectedTransport=CgJWUxIDQ1BIGgNMQ0EgCCoECMiUAjICMTE6AUU%3D&firstDisplayed=CgJWUxIDQ1BIGgNQVksgCCoECMiUAjICMTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180702&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,8,8,11&QueryUnits=1
/boka-resa;QueryDepID=2775&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181010&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C14%2C12&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180526&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C5%2C9&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=30&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181214&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180623&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,5,3&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C8%2C4&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180714&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C42&QueryUnits=0&orderBy=LP&firstDisplayed=CgJWUxIDQ1BIGgNQTUkgDyoECPyUAjICNjE6AUU%3D&selectedTransport=CgJWUxIDQ1BIGgNTUFUgDyoECPyUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=48&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181113&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&orderBy=LP
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180709&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=149&QueryResID=0&QueryDepDate=20180925&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,7&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180618&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNCT0ogCCoECMiUAjICMTE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,7,4&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,13&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=56&QueryAreaID=124&QueryResID=0&QueryDepDate=20181016&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&orderBy=LP
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180721&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,6,10,10,12&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=0&QueryResID=302&QueryDepDate=20181201&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=302&QueryDepDate=20181123&QueryDur=22&CategoryId=2&QueryRoomAges=|42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=115&QueryResID=0&QueryDepDate=20180824&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181214&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,14&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180716&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20190107&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=61953&QueryDepDate=20180727&QueryDur=8&CategoryId=2&QueryRoomAges=|42,7,10&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180512&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180703&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&filter=false&filterValue=price%3An15000%2Cpool%2Cb&selectedTransport=CgJWUxIDQ1BIGgNKU0kgCCoECOaUAjICMjE6AUU%3D&firstDisplayed=CgJWUxIDQ1BIGgNKU0kgCCoECOaUAjICMjE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181027&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,12,14&QueryUnits=0
